b,k,periodo,estabilidad
ExactReal{Float64}(-4),ExactReal{Float64}(-33.75),3,"Inestable porque existe landa = [-3.09352, -3.09351]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34),3,"Inestable porque existe landa = [6.4659, 6.46591]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.25),2,"Inestable porque existe landa = [-3.86259, -3.86258]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.25),3,"Inestable porque existe landa = [6.52012, 6.52013]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.25),4,"Inestable porque existe landa = [-20.353, -20.3529]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.25),5,"Inestable porque existe landa = [48.0671, 48.0672]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.5),2,"Inestable porque existe landa = [-3.87553, -3.87552]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.5),3,"Inestable porque existe landa = [6.5735, 6.57352]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.5),4,"Inestable porque existe landa = [-20.4969, -20.4968]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.5),5,"Inestable porque existe landa = [-29.9257, -29.9256]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.75),3,"Inestable porque existe landa = [6.62607, 6.62609]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-34.75),5,"Inestable porque existe landa = [3.87831, 3.87833]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35),2,"Inestable porque existe landa = [-3.90087, -3.90086]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35),3,"Inestable porque existe landa = [6.67785, 6.67786]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35),5,"Inestable porque existe landa = [-2.72134, -2.72133]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35.25),2,"Inestable porque existe landa = [-3.91327, -3.91326]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35.25),3,"Inestable porque existe landa = [6.72885, 6.72887]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35.5),3,"Inestable porque existe landa = [6.77911, 6.77912]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35.5),5,"Inestable porque existe landa = [5.56999, 5.57]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35.75),2,"Inestable porque existe landa = [-3.93757, -3.93756]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35.75),3,"Inestable porque existe landa = [6.82862, 6.82863]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35.75),4,"Inestable porque existe landa = [-21.1932, -21.1931]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-35.75),5,"Inestable porque existe landa = [6.00476, 6.00477]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36),2,"Inestable porque existe landa = [-3.94947, -3.94946]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36),3,"Inestable porque existe landa = [-3.39589, -3.39588]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36),4,"Inestable porque existe landa = [-21.3279, -21.3278]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36),5,"Inestable porque existe landa = [-31.5563, -31.5562]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36.25),2,"Inestable porque existe landa = [-3.9612, -3.96119]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36.25),3,"Inestable porque existe landa = [6.92552, 6.92553]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36.25),5,"Inestable porque existe landa = [6.77394, 6.77396]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36.5),2,"Inestable porque existe landa = [-3.97278, -3.97277]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36.5),3,"Inestable porque existe landa = [-3.45732, -3.45731]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36.5),4,"Inestable porque existe landa = [-21.5932, -21.5931]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36.5),5,"Inestable porque existe landa = [-32.0798, -32.0797]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-36.75),5,"Inestable porque existe landa = [7.44929, 7.4493]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37),2,"Inestable porque existe landa = [-3.99547, -3.99546]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37),3,"Inestable porque existe landa = [-3.51688, -3.51687]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37),4,"Inestable porque existe landa = [-21.8528, -21.8527]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37),5,"Inestable porque existe landa = [7.7609, 7.76091]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37.25),2,"Inestable porque existe landa = [-4.0066, -4.00658]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37.25),3,"Inestable porque existe landa = [7.11125, 7.11126]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37.25),5,"Inestable porque existe landa = [-32.847, -32.8469]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37.5),2,"Inestable porque existe landa = [-4.01757, -4.01756]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37.5),3,"Inestable porque existe landa = [-3.57466, -3.57465]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37.5),5,"Inestable porque existe landa = [8.34324, 8.34325]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37.75),3,"Inestable porque existe landa = [-3.60292, -3.6029]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-37.75),5,"Inestable porque existe landa = [53.8826, 53.8827]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38),2,"Inestable porque existe landa = [-4.03909, -4.03908]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38),4,"Inestable porque existe landa = [-22.356, -22.3559]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38.25),2,"Inestable porque existe landa = [-4.04964, -4.04963]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38.25),5,"Inestable porque existe landa = [9.13619, 9.1362]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38.5),2,"Inestable porque existe landa = [-4.06006, -4.06005]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38.5),3,"Inestable porque existe landa = [-3.68524, -3.68523]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38.5),4,"Inestable porque existe landa = [-22.5999, -22.5998]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38.5),5,"Inestable porque existe landa = [-34.0796, -34.0795]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38.75),3,"Inestable porque existe landa = [7.37143, 7.37144]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-38.75),5,"Inestable porque existe landa = [9.62269, 9.6227]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39),4,"Inestable porque existe landa = [-22.8387, -22.8386]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39),5,"Inestable porque existe landa = [9.85541, 9.85542]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.25),2,"Inestable porque existe landa = [-4.09052, -4.09051]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.25),3,"Inestable porque existe landa = [-3.76411, -3.7641]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.25),4,"Inestable porque existe landa = [-22.9564, -22.9563]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.25),5,"Inestable porque existe landa = [56.1502, 56.1503]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.5),2,"Inestable porque existe landa = [-4.10042, -4.10041]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.5),3,"Inestable porque existe landa = [-3.78967, -3.78966]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.5),4,"Inestable porque existe landa = [-23.0728, -23.0727]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.5),5,"Inestable porque existe landa = [10.3023, 10.3024]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.75),2,"Inestable porque existe landa = [-4.1102, -4.11019]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.75),3,"Inestable porque existe landa = [-3.81488, -3.81487]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.75),4,"Inestable porque existe landa = [-23.1881, -23.188]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-39.75),5,"Inestable porque existe landa = [10.5174, 10.5175]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40),2,"Inestable porque existe landa = [-4.11986, -4.11984]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40),3,"Inestable porque existe landa = [7.57312, 7.57313]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40),5,"Inestable porque existe landa = [-10.0405, -10.0404]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.25),2,"Inestable porque existe landa = [-4.12939, -4.12938]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.25),3,"Inestable porque existe landa = [-3.86427, -3.86426]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.25),5,"Inestable porque existe landa = [-35.7141, -35.714]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.5),3,"Inestable porque existe landa = [7.65028, 7.6503]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.5),4,"Inestable porque existe landa = [-23.527, -23.5269]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.5),5,"Inestable porque existe landa = [11.1333, 11.1334]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.75),2,"Inestable porque existe landa = [-4.14812, -4.14811]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.75),3,"Inestable porque existe landa = [-3.91236, -3.91234]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.75),4,"Inestable porque existe landa = [-23.6378, -23.6377]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-40.75),5,"Inestable porque existe landa = [-36.1626, -36.1625]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41),2,"Inestable porque existe landa = [-4.15732, -4.15731]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41),3,"Inestable porque existe landa = [7.72556, 7.72557]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41),4,"Inestable porque existe landa = [-23.7474, -23.7473]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41),5,"Inestable porque existe landa = [-36.3839, -36.3838]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.25),2,"Inestable porque existe landa = [-4.1664, -4.16639]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.25),3,"Inestable porque existe landa = [7.76251, 7.76252]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.25),4,"Inestable porque existe landa = [-23.856, -23.8559]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.25),5,"Inestable porque existe landa = [11.7108, 11.7109]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.5),2,"Inestable porque existe landa = [-4.17538, -4.17537]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.5),3,"Inestable porque existe landa = [7.79902, 7.79903]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.5),5,"Inestable porque existe landa = [-11.5071, -11.507]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.75),2,"Inestable porque existe landa = [-4.18425, -4.18424]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.75),3,"Inestable porque existe landa = [7.83509, 7.8351]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.75),4,"Inestable porque existe landa = [-24.0701, -24.0699]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-41.75),5,"Inestable porque existe landa = [-37.0363, -37.0362]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42),2,"Inestable porque existe landa = [-4.19301, -4.193]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42),3,"Inestable porque existe landa = [7.87073, 7.87074]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42),5,"Inestable porque existe landa = [60.0006, 60.0007]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.25),2,"Inestable porque existe landa = [-4.20167, -4.20166]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.25),4,"Inestable porque existe landa = [-24.28, -24.2798]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.25),5,"Inestable porque existe landa = [-37.4619, -37.4618]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.5),2,"Inestable porque existe landa = [-4.21024, -4.21023]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.5),3,"Inestable porque existe landa = [-4.07105, -4.07104]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.5),4,"Inestable porque existe landa = [-24.3834, -24.3833]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.5),5,"Inestable porque existe landa = [-12.4037, -12.4036]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.75),3,"Inestable porque existe landa = [-4.09258, -4.09257]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.75),4,"Inestable porque existe landa = [-24.4859, -24.4857]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-42.75),5,"Inestable porque existe landa = [60.9873, 60.9874]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43),2,"Inestable porque existe landa = [-4.22706, -4.22705]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43),3,"Inestable porque existe landa = [-4.11385, -4.11384]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43),4,"Inestable porque existe landa = [-24.5873, -24.5872]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43),5,"Inestable porque existe landa = [-12.8314, -12.8313]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.25),2,"Inestable porque existe landa = [-4.23533, -4.23532]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.25),3,"Inestable porque existe landa = [-4.13485, -4.13484]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.25),5,"Inestable porque existe landa = [13.1015, 13.1016]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.5),2,"Inestable porque existe landa = [-4.24351, -4.2435]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.5),3,"Inestable porque existe landa = [-4.15559, -4.15558]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.5),4,"Inestable porque existe landa = [-24.7874, -24.7873]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.5),5,"Inestable porque existe landa = [-13.2468, -13.2467]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.75),2,"Inestable porque existe landa = [-4.25159, -4.25158]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.75),3,"Inestable porque existe landa = [-4.17609, -4.17608]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.75),4,"Inestable porque existe landa = [-24.8861, -24.886]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-43.75),5,"Inestable porque existe landa = [13.4212, 13.4213]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44),2,"Inestable porque existe landa = [-4.25958, -4.25957]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44),3,"Inestable porque existe landa = [-4.19633, -4.19632]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44),5,"Inestable porque existe landa = [13.5773, 13.5775]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44.25),2,"Inestable porque existe landa = [-4.26749, -4.26747]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44.25),3,"Inestable porque existe landa = [-4.21633, -4.21632]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44.25),5,"Inestable porque existe landa = [62.8858, 62.8859]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44.5),2,"Inestable porque existe landa = [-4.2753, -4.27529]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44.5),5,"Inestable porque existe landa = [63.1928, 63.1929]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44.75),2,"Inestable porque existe landa = [-4.28303, -4.28302]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44.75),3,"Inestable porque existe landa = [-4.25563, -4.25562]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-44.75),5,"Inestable porque existe landa = [14.0323, 14.0324]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-45),2,"Inestable porque existe landa = [-4.29067, -4.29066]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-45),3,"Inestable porque existe landa = [-4.27493, -4.27492]_com con |landa| > 1"
ExactReal{Float64}(-4),ExactReal{Float64}(-45),5,"Inestable porque existe landa = [14.1796, 14.1797]_com con |landa| > 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-8.25),2,"Estable porque existe landa = [0.830235, 0.830236]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-8.5),2,"Estable porque existe landa = [0.666806, 0.666808]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-8.75),2,"Estable porque existe landa = [0.529539, 0.52954]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-9),2,"Estable porque existe landa = [0.40969, 0.409691]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-9.25),2,"Estable porque existe landa = [0.301128, 0.301129]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-9.75),2,"Estable porque existe landa = [0.10316, 0.103161]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-10),2,"Estable porque existe landa = [0.00974944, 0.00974946]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-10.25),2,"Estable porque existe landa = [-0.0812346, -0.0812345]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-10.75),2,"Estable porque existe landa = [-0.257231, -0.25723]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-11.25),2,"Estable porque existe landa = [-0.425741, -0.425739]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-11.5),2,"Estable porque existe landa = [-0.507131, -0.50713]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-11.75),2,"Estable porque existe landa = [-0.586559, -0.586558]_com con |landa| < 1"
ExactReal{Float64}(-3.75),ExactReal{Float64}(-12.25),2,"Estable porque existe landa = [-0.739421, -0.73942]_com con |landa| < 1"
